12C16O_0h_100_P08_coass_bin.13	46.58101015795828	46.653728823098916	-0.0015611225453042335	31	
12C16O_0h_100_P08_coass_bin.18	46.996038622435506	46.19128938587469	0.017123767452532395	18	
12C16O_0h_100_P08_coass_bin.20	56.88537698001093	57.72852094476014	-0.01482180499648414	29	
12C16O_0h_100_P08_coass_bin.5	45.20713087196138	41.241315501122195	0.08772543831793775	40	
12C16O_0h_100_P08_coass_bin.9	47.96004662807211	44.86536667373127	0.06452620820700884	46	
12C16O_0h_100_P14_coass_bin.15	45.157309716202064	41.64593055440551	0.07775882097193892	55	
12C16O_0h_100_P16_coass_bin.12	56.887585486509394	57.859315920178275	-0.017081590391972643	28	
12C16O_0h_100_P16_coass_bin.1	45.660595596423825	41.33777125296721	0.09467297320570177	59	
12C16O_0h_100_P16_coass_bin.2	48.37737697049709	45.82826100778504	0.05269231451441916	34	
12C16O_0h_100_unf_bin.12	48.1176460318449	45.95907836309868	0.044860209232131736	30	
12C16O_0h_100_unf_bin.13	47.98813647483572	45.046744573794726	0.06129414720205727	51	
12C16O_0h_100_unf_bin.7	56.86692853487406	57.571831366896234	-0.012395655087822864	27	
12C16O_0h_50_P09_coass_bin.11	47.83665351795316	45.286564246188476	0.053308270629918365	49	
12C16O_0h_50_P09_coass_bin.13	49.67411203211944	44.945238698422884	0.09519794396402799	18	
12C16O_0h_50_P09_coass_bin.29	52.78829953107308	49.29537064085082	0.06616861920634888	29	
12C16O_0h_50_P09_coass_bin.4	56.81262838651586	57.745060610313026	-0.016412411294431002	29	
12C16O_0h_50_P09_coass_bin.5	47.96490228562102	46.15340975140046	0.03776704314820659	40	
12C16O_0h_50_P09_coass_bin.6	57.404115354834346	56.058472594083575	0.023441573002787264	33	
12C16O_0h_50_P10_coass_bin.13	53.132552701638446	49.25057726265314	0.07306209172339652	50	
12C16O_0h_50_P10_coass_bin.14	56.5286906208561	55.23644701569884	0.02285995997721714	34	
12C16O_0h_50_P10_coass_bin.19	46.54285858490786	38.65581116625343	0.16945773548193518	25	
12C16O_0h_50_P10_coass_bin.20	48.7007425174251	46.97290550982669	0.03547865839992462	40	
12C16O_0h_50_P10_coass_bin.28	48.241556301127844	45.384459483975014	0.059224806084583824	31	
12C16O_0h_50_P10_coass_bin.29	48.936780279233176	42.099649320968055	0.13971354304987912	39	
12C16O_0h_50_P10_coass_bin.6	53.07385155004324	49.402922949077194	0.06916642553263223	49	
12C16O_0h_50_P13_coass_bin.10	44.55380134496794	44.21766697971432	0.007544459846445352	33	
12C16O_0h_50_P13_coass_bin.12	46.042757724620486	44.753999455413066	0.02799046653363861	30	
12C16O_0h_50_P13_coass_bin.4	48.59006724473247	42.38903211512651	0.1276193979805244	25	
12C16O_0h_50_unf_bin.17	54.13579927681395	47.57789240207634	0.12113808168241685	43	
12C16O_0h_50_unf_bin.20	48.27332007372493	45.05209769190047	0.06672883441422471	46	
12C16O_0h_50_unf_bin.25	46.03152259678416	45.025715757402615	0.02185039257102065	33	
12C16O_0h_50_unf_bin.34	46.38594575167973	44.3518164504756	0.0438522761203045	33	
